200 59439 827
201 54506 184
201 74674 711
201 17246 417
201 8463 449
204 79199 62
204 72950 506
204 93137 549
205 14548 596
205 15023 817
205 91712 7
205 33720 1000
206 20713 481
206 11529 572
206 63633 880
207 65321 523
207 89561 191
209 79533 577
209 97051 809
209 38876 497
209 13782 381
210 28875 837
210 61033 539
211 48064 191
211 46283 573
211 53836 397
211 96567 805
212 93894 299
212 82536 816
212 22902 911
212 68124 668
212 89995 73
214 31714 515
214 55838 603
214 17101 884
215 65616 587
215 21848 440
216 49063 832
217 49753 835
217 36618 509
218 57086 392
218 78259 900
218 21500 751
218 52544 496
219 15057 308
219 49369 993
220 46375 446
220 12575 320
220 73589 757
221 16465 682
221 48130 868
221 64034 169
221 53058 491
223 30724 193
223 53085 450
224 36108 677
225 36172 719
225 41104 468
227 58078 836
227 5311 602
227 14377 64
228 69043 687
228 46574 25
229 57736 190
230 5842 184
231 18984 511
231 94835 747
231 67819 50
231 54954 409
234 71660 847
235 21667 52
236 57642 677
237 23752 966
238 4323 143
238 62550 430
239 36833 115
239 42800 632
239 97754 231
240 42079 226
241 22810 472
241 48749 66
242 13728 771
242 2323 75
243 54525 637
243 41081 375
244 59390 298
244 43513 219
245 50273 632
246 25280 176
246 571 505
247 84863 140
249 99776 491
249 28495 732
249 93349 182
250 51016 353
250 2392 879
250 18534 639
251 63267 683
252 55950 247
253 36592 18
254 41138 596
255 53014 551
255 24373 7
256 19754 644
256 63094 807
256 28175 15
256 30578 539
258 82626 701
258 95887 136
259 77875 969
260 33226 331
260 5715 275
261 11203 703
261 7751 13
261 89014 801
262 96850 455
262 17312 707
263 12613 576
263 72486 633
264 59007 516
265 15038 822
266 8163 377
267 73234 138
268 75055 82
269 80704 819
269 8768 112
270 54228 946
270 10036 896
270 78420 587
271 16569 316
271 37892 933
272 12976 231
273 64117 965
273 93473 358
273 24680 895
273 39888 74
274 19856 890
275 38972 205
275 12185 106
276 21389 383
276 21473 337
278 42021 858
279 42499 993
279 32654 673
279 25709 242
280 59491 351
281 28264 298
281 66266 632
281 73355 512
282 27039 920
285 23346 835
285 86171 108
285 30132 423
285 56392 92
286 2183 569
286 28070 357
286 70198 162
286 21989 419
287 87927 242
287 23811 975
287 84763 654
288 36153 326
288 11094 952
288 18157 668
289 12555 908
290 47295 325
291 94131 105
291 24169 266
291 1291 413
292 21553 217
293 1823 164
293 43173 963
293 67381 27
294 61281 686
295 9218 30
295 5404 463
296 83901 51
297 700 158
298 16055 648
299 74103 145
300 62100 100
300 19845 39
301 15531 431
301 13649 414
301 1742 801
303 96250 534
303 65253 181
304 13763 964
305 6563 510
305 92422 81
306 2195 813
306 15909 435
307 66602 77
307 6227 610
307 59154 629
307 15763 242
307 96435 617
308 32605 523
308 78915 791
308 47860 265
308 3608 138
309 26545 965
309 57890 338
309 22337 140
309 49612 303
310 72577 7
310 44130 33
310 7928 825
311 47009 180
311 5709 53
312 72047 549
313 47086 150
313 51580 495
313 9824 971
313 276 665
314 76191 73
314 42612 564
314 38360 908
314 62360 826
315 34120 439
315 76591 670
315 89577 251
316 33307 901
317 69326 131
317 22489 401
317 99126 657
317 25606 532
318 21726 598
318 55963 22
318 3716 93
318 90392 814
318 76502 225
319 22087 345
319 58590 896
319 93849 622
319 99856 217
321 39065 71
321 82374 479
321 63953 446
321 38857 166
323 18102 404
323 18670 955
324 28020 259
324 23192 564
324 56103 241
324 99492 309
325 38915 897
325 31414 905
325 22583 567
325 85917 857
326 568 329
326 22854 248
326 94195 869
327 15114 735
328 31581 236
328 91612 928
329 63251 935
329 75822 536
330 61533 87
330 76986 787
331 36069 765
332 46441 387
332 49295 334
333 41245 37
333 61804 827
335 88278 167
335 60004 889
335 2122 871
335 11725 222
335 80082 946
336 67703 59
336 82611 568
337 96887 600
337 36180 915
337 96284 502
337 82849 650
337 74918 506
337 28719 376
339 56243 630
340 1649 266
340 78705 752
341 89201 359
341 44515 3
341 51079 85
342 84676 149
343 8592 130
343 78185 532
343 3073 51
343 57615 781
343 108 495
344 24993 437
344 66196 187
344 87045 891
345 51892 560
346 48807 213
346 34818 539
348 20148 865
348 21240 962
348 60883 241
348 22433 445
348 22182 453
349 4687 233
349 48239 472
350 84930 387
350 58822 986
351 58056 607
351 96941 750
352 55911 486
352 60059 657
353 44391 772
353 69564 391
353 89429 951
354 80844 641
354 51684 936
355 17563 393
355 74588 841
356 3041 511
356 6691 895
356 53541 951
356 97864 44
357 29762 538
357 66458 415
358 4763 302
358 77953 974
359 92987 844
359 165 600
360 70231 545
360 24838 871
360 30044 144
361 71929 699
361 70972 355
361 27589 561
362 13739 606
362 67974 508
363 43649 251
363 46941 361
363 89794 736
363 54101 997
363 67683 610
363 87073 693
363 33896 878
364 53991 915
365 81438 34
365 95398 448
366 88186 987
366 1491 498
367 97326 252
367 93201 63
368 12144 822
368 47752 368
369 80439 988
369 8215 653
369 2476 318
370 73147 685
370 87901 38
371 46700 663
371 40216 639
371 47140 667
372 4751 48
372 37796 483
372 15118 480
373 18063 963
375 90680 460
375 61624 785
375 37182 972
376 46896 687
376 24851 544
377 75273 770
378 5550 345
378 98699 433
378 64540 606
380 47075 626
382 68938 957
382 63320 462
383 76041 379
383 70187 965
383 35496 203
384 55583 223
385 45833 743
385 36095 953
385 74021 975
386 27432 301
386 16975 45
387 81374 625
389 69473 647
390 59727 425
391 72243 4
391 11427 767
391 59073 808
392 9854 821
393 10347 548
394 86253 135
394 55954 491
394 71377 619
394 21108 176
396 90351 476
396 89826 665
397 12989 233
397 79361 796
397 91469 247
398 17952 498
398 45740 971
398 77259 659
399 19732 1
399 61535 314
399 56095 327
399 91915 320
399 32422 943
400 11145 830
400 28032 487
400 66070 351
400 42192 902
400 27736 341
401 60890 434
401 24655 726
402 97040 582
402 27128 845
403 84617 275
403 46779 885
403 46896 413
404 56770 856
404 22131 4
404 34061 227
405 71851 294
405 956 952
406 55140 989
406 46133 284
407 34431 35
408 29037 927
408 10130 768
409 99393 272
411 16843 845
411 94409 425
411 14250 874
411 3191 440
412 15914 573
412 29271 234
413 97537 258
413 14 120
414 19964 859
415 56964 195
415 56520 596
416 50485 873
417 80350 413
419 41162 420
419 38386 995
420 50024 499
420 74191 468
420 5179 490
420 12775 734
421 72410 413
421 87961 749
421 13926 177
422 10879 490
422 33630 1000
423 59379 159
423 53420 887
424 95244 487
425 36895 264
425 40742 927
426 76248 381
426 49689 306
426 88609 257
427 23539 213
427 75939 308
427 9897 398
428 14671 770
428 11255 113
429 68813 754
429 28365 291
429 33576 997
429 66048 814
432 41729 889
432 17781 918
432 90761 851
432 83822 127
432 71838 289
434 87040 849
435 93430 85
437 49258 620
437 34882 276
439 64806 685
439 74971 572
440 71479 43
441 15318 401
442 1737 352
442 46374 418
442 74204 634
443 92612 451
443 90752 477
444 65800 811
444 43823 225
445 44970 799
448 32565 716
448 79230 913
449 3967 538
450 31024 12
451 98030 518
451 41276 150
451 7669 741
451 49232 557
452 45600 645
452 62468 228
452 46090 373
453 30965 472
454 27828 687
455 79814 893
455 51780 445
456 76520 747
456 77194 720
456 17449 388
456 840 600
456 58258 261
457 2000 342
457 72203 302
457 88157 407
459 22869 511
459 50390 396
461 75054 132
462 85886 923
462 30416 820
462 17422 716
463 89184 270
465 89405 920
465 44681 705
465 51278 620
467 1751 616
467 99000 328
468 86838 142
468 91431 989
468 19936 954
469 67600 528
470 30243 837
470 22333 921
471 96030 32
471 38571 948
472 86560 181
472 43723 848
473 59353 596
473 23492 16
473 53109 53
475 17020 389
475 2593 71
475 90297 712
475 35302 244
476 18165 632
476 14359 95
477 83955 517
477 60400 951
477 17534 789
478 95149 472
478 40248 454
478 62609 360
478 53430 830
478 56526 648
478 37812 438
479 37821 141
479 46442 754
480 12984 958
480 936 617
480 39364 313
480 80064 546
481 60111 697
482 62403 568
483 63531 997
484 10852 654
484 78557 207
484 63031 457
487 46545 804
488 48735 711
488 86199 215
488 67436 272
489 86837 259
489 63436 777
490 85630 685
490 26893 102
490 20470 884
491 11679 121
491 78609 309
491 19948 474
492 32349 561
492 94965 756
493 10009 675
493 14034 979
493 14374 247
494 74190 671
495 42042 985
497 61211 693
497 73407 975
498 25717 881
498 88118 459
500 13942 387
500 67105 746
502 60672 622
502 74783 155
502 36767 716
503 31373 848
503 49641 753
504 41830 571
504 24782 475
504 95186 377
505 75878 794
505 47766 76
507 58397 228
508 84771 477
509 79178 300
509 48126 314
510 22126 729
510 4899 86
510 23321 969
510 45006 850
510 84717 587
510 33251 445
511 99345 871
511 68348 545
511 30732 298
511 29998 411
511 27386 151
513 28533 889
513 3380 905
514 41324 162
514 48034 640
514 35634 142
515 18691 184
515 23139 340
516 71324 781
516 16093 558
517 23560 661
518 19908 369
518 49796 249
518 2964 676
519 99384 814
520 28853 352
522 7748 16
523 77615 727
523 73801 691
523 10475 174
524 31613 902
524 39581 1000
525 7005 184
525 55928 818
526 64205 306
526 52182 445
526 71588 416
526 72296 913
527 78741 733
527 27620 621
528 36052 599
528 77047 561
529 360 885
529 41556 693
529 50344 605
530 2793 525
530 10458 775
532 71924 61
532 40472 765
533 9642 54
533 98395 841
535 73996 802
535 67257 134
535 58288 845
535 45333 503
535 78919 695
536 46786 33
537 49754 269
537 79961 348
537 37771 158
537 28712 624
538 64996 285
539 38676 353
541 38764 751
541 10956 894
542 66757 757
542 99334 688
542 63203 349
543 40319 309
543 33062 915
544 79062 667
544 68656 354
546 67042 78
546 84874 509
546 39487 630
547 19388 17
548 20182 152
549 69509 970
549 68073 438
549 22168 859
550 77524 319
550 55585 357
551 77736 721
551 34861 376
551 12427 770
552 39176 800
552 43616 571
553 3883 694
553 42311 370
554 37894 371
554 7783 665
555 10019 804
555 40843 278
555 3358 340
555 35992 601
555 61218 154
556 59392 626
557 17543 832
557 57600 382
557 36786 28
558 83489 697
559 19838 793
559 41609 218
559 71293 231
559 36040 165
561 91534 334
561 78012 509
561 40952 182
562 74909 59
562 43721 732
564 34761 642
564 12320 13
564 73490 104
565 33322 523
565 36358 244
567 86181 651
567 80569 962
568 91721 385
568 46839 798
569 5836 280
569 80007 580
569 67545 690
569 36289 283
570 17837 42
570 12399 862
570 1428 777
571 32674 79
572 54823 406
572 2223 855
573 50931 227
573 23016 417
574 14991 323
574 5068 176
576 5489 612
576 56936 791
576 51849 864
577 11457 720
579 27370 617
579 43843 53
579 47892 238
579 94049 380
580 11040 334
580 15177 348
581 38237 755
582 39144 162
582 28491 507
583 44585 251
583 66478 164
583 65170 642
584 9598 638
584 88508 302
585 9743 907
585 97688 909
586 83977 378
587 22703 415
587 14111 593
588 23580 775
588 66623 748
588 14553 808
589 30645 916
589 94072 628
589 41655 753
589 30691 223
590 93747 149
591 36368 802
591 66071 426
591 30236 885
591 78004 438
592 22104 426
592 65543 300
592 72071 947
593 36369 856
593 74862 522
594 26354 245
594 50080 16
594 38827 945
595 45676 399
595 12952 875
595 34075 165
595 43805 516
595 94016 107
596 23470 184
596 33243 877
597 91650 200
597 43994 835
597 5641 668
598 79647 500
598 35202 472
600 56318 365
600 26685 913
600 47368 743
600 71663 686
601 58162 201
601 14893 400
602 72710 375
602 96069 835
602 73352 603
603 13615 801
603 44657 847
603 19792 64
603 59000 458
603 92589 899
603 5590 484
604 41894 872
604 421 938
604 57504 182
604 35452 141
605 76001 720
606 14710 388
606 5658 764
606 27570 630
606 11859 844
606 1057 153
607 83713 432
607 26966 464
607 68789 395
607 40691 80
607 71919 653
607 4191 574
607 43357 677
608 99053 120
608 70479 598
608 70321 905
608 91630 745
609 4874 399
610 50950 728
610 68139 983
611 56599 318
612 74032 548
613 17195 992
614 69721 528
614 36602 807
616 40500 542
616 55423 925
616 94584 513
616 26732 752
617 55452 812
619 8643 984
619 6224 176
619 93848 490
619 36164 252
620 14170 912
621 6229 321
621 92301 611
622 10740 906
622 65431 344
623 53777 701
624 99272 98
624 35313 196
624 65331 54
625 88660 408
625 35209 269
625 70947 678
625 66963 478
626 32580 349
626 59655 784
627 59658 792
627 84306 28
627 24261 773
628 40157 828
629 11851 369
630 81438 262
631 93596 694
632 76708 550
633 71802 413
633 45969 533
633 98277 726
633 92385 852
633 76803 362
634 38209 916
634 28502 121
634 31965 732
635 99473 511
635 69682 279
636 60598 230
636 91731 353
637 45640 688
637 63443 299
637 28169 152
638 38406 896
640 13187 288
641 99944 761
641 34839 584
642 65798 213
642 73068 549
644 80864 928
644 19845 837
645 85418 957
645 60884 540
645 40727 546
646 79014 957
646 85424 600
647 6409 786
647 37291 135
647 64424 221
648 42108 397
648 86938 848
648 65233 534
649 99919 984
649 60792 166
649 14841 994
650 12114 497
651 79088 856
651 17675 215
651 50941 951
651 93506 94
652 91758 806
653 1138 160
653 85073 222
656 89495 565
656 81245 250
657 36592 944
657 8271 942
658 60681 421
658 49566 571
659 42099 499
659 50326 509
659 81049 869
660 10362 556
660 24888 322
660 92327 664
661 32179 813
661 26995 156
661 51091 973
662 63898 827
662 76664 499
663 98895 841
663 81695 573
663 51010 664
665 66071 511
665 47811 153
667 3032 402
667 52028 251
668 87632 606
669 49793 958
669 79381 564
670 75230 675
670 59427 185
670 92323 202
670 81638 664
670 82576 148
672 9956 668
672 35732 742
672 7191 414
672 86884 112
672 2936 888
672 62940 116
674 48606 88
674 66313 680
674 72308 285
675 76232 421
675 69288 347
675 3838 276
676 27598 826
677 51462 218
678 78065 653
678 35193 682
679 3852 1000
679 82202 768
680 65022 597
681 39418 353
682 15545 686
684 94069 175
684 47965 358
684 93228 304
685 26361 999
686 82717 223
688 7648 991
688 28205 534
689 66866 448
689 96933 918
690 94515 259
691 97895 639
691 79569 986
692 87274 551
693 93037 918
693 55138 613
694 14628 175
694 29299 779
694 37993 638
694 79715 788
694 51714 629
694 40691 389
695 50447 613
695 98073 951
696 95637 538
696 3197 327
697 66755 303
697 21921 383
698 16035 597
698 27941 74
699 56987 637
699 99611 114
699 50744 86
699 11419 577
700 92658 204
700 56342 585
701 95486 195
701 20581 863
701 49286 394
701 63628 828
702 41875 68
702 18843 520
703 37344 113
703 25065 198
703 68943 980
703 44239 203
703 29413 668
704 76885 489
705 41922 336
706 13861 395
707 61326 827
708 71184 786
708 55280 798
708 34885 924
708 82913 698
709 77136 492
709 63777 458
710 51974 12
711 56542 19
711 19017 950
711 93111 408
711 12739 567
711 95457 660
711 51629 105
712 25423 165
712 21531 761
713 62571 377
713 65396 967
715 91776 839
716 21013 106
716 72588 329
716 3359 20
717 60584 774
718 91831 462
718 59609 44
718 36495 29
718 1740 610
719 35134 43
720 78486 467
720 83146 862
721 95824 594
722 61944 370
724 7521 937
724 78855 762
725 36850 315
725 16804 505
726 8327 622
726 29062 465
726 33882 419
726 76384 716
727 39660 858
727 65227 58
727 60218 650
728 89066 318
728 5482 348
728 37861 773
728 54999 127
729 79032 627
729 70108 139
730 50608 315
730 52492 867
731 49226 364
732 62442 787
732 83370 509
733 51410 630
733 92723 798
734 1038 335
734 86740 575
735 38819 469
735 66181 172
736 76211 795
737 45272 592
738 86556 505
738 45465 966
738 5929 696
739 35773 671
739 36556 231
739 27706 215
741 2820 145
742 47118 73
742 74188 931
742 77578 831
743 33392 775
743 64162 76
744 88447 52
744 46498 738
744 33972 493
745 45039 251
745 30009 558
745 24354 975
745 39738 739
746 64730 329
746 87705 456
746 45708 201
746 2085 803
747 67212 434
747 38347 810
748 94429 537
748 91478 318
748 47229 571
750 84270 120
750 85762 848
751 63592 143
752 57702 418
752 87286 167
752 97297 813
754 10124 697
754 47059 702
755 72928 167
755 475 566
756 49618 440
756 37915 69
756 91413 841
757 17778 136
758 82048 979
758 61545 761
759 70397 245
761 25123 973
763 7679 601
764 16205 267
765 7925 871
765 97507 921
765 8655 733
765 3497 313
766 36717 745
767 65978 862
767 74375 757
767 26531 606
767 41015 796
769 63307 289
769 39592 124
769 76525 643
770 49639 924
770 22477 560
772 35564 337
773 56302 913
773 21988 434
774 82830 269
774 18052 569
775 74662 424
777 35509 749
777 61483 901
778 6022 571
778 57714 479
779 40714 649
780 43584 205
780 66701 777
781 314 942
782 67548 467
782 5942 311
783 30478 573
783 62928 808
783 12149 727
783 49467 717
784 37472 242
784 82574 270
785 43007 211
785 44516 30
786 31362 790
787 83582 548
787 25409 416
787 84558 713
788 23862 388
788 83577 66
789 88571 195
789 83227 682
789 5822 810
790 56890 393
790 25904 483
790 4934 974
791 56404 177
791 13857 252
791 52364 297
791 9012 476
792 55746 153
792 15711 637
793 90676 925
793 30661 686
794 43210 755
794 77057 558
795 90440 458
795 33373 247
795 4714 456
795 59783 648
795 74483 689
796 86600 128
797 96027 928
797 14373 474
797 95223 440
797 11432 453
797 9629 390
797 64728 658
798 48226 807
798 69336 6
798 34798 26
799 30396 119
799 2801 541
800 23162 199
800 47526 256
801 19931 619
801 26209 20
802 33522 889
802 68861 88
802 65467 997
803 98844 946
804 6062 463
804 95321 199
805 46094 555
807 10607 560
810 65758 583
810 74890 487
810 49289 710
810 19462 971
812 43763 223
812 55244 908
813 19216 220
813 33921 780
813 40680 861
814 23974 355
814 85756 573
815 15092 5
815 11210 84
816 34124 260
816 10560 726
817 8194 63
817 37726 459
817 77209 854
817 1893 21
818 94831 247
818 34538 324
819 5750 437
820 63590 638
820 86129 993
821 71905 927
821 4366 62
821 62542 321
821 56479 781
821 82489 19
822 82291 836
822 79594 106
823 63623 75
823 2822 55
823 83339 262
824 1474 173
824 88585 487
824 51475 276
825 34212 480
825 2694 250
825 24602 112
825 39191 601
826 3581 214
826 9080 225
827 50383 64
827 19772 986
827 8357 765
827 83480 226
828 31614 374
828 67827 781
828 68652 190
828 46757 925
829 82993 790
830 66861 60
830 16451 528
830 56369 503
831 46009 527
831 80844 109
832 52910 568
833 74143 414
834 63448 311
835 55601 836
835 35500 550
836 97142 472
837 29055 779
839 1556 291
840 66066 512
840 4607 402
840 45440 365
841 73293 720
843 79087 316
843 88668 379
844 60786 161
844 43756 837
844 55067 610
844 15298 610
845 92962 739
845 50058 959
847 65367 332
848 8490 153
848 25401 18
849 69248 707
850 49410 942
850 76325 588
850 75511 88
851 20668 684
853 71933 348
853 95032 838
853 41822 907
853 78724 11
854 53601 878
855 22176 70
856 29103 567
856 46013 222
859 57579 552
861 72401 678
862 30681 56
862 35072 233
862 82548 427
863 56275 497
863 22572 966
864 84650 962
865 41497 847
865 54180 897
865 95621 688
865 74454 735
866 84231 218
866 93751 953
867 38737 585
868 84063 37
868 59073 740
868 46926 135
868 57134 674
868 28229 25
868 44180 203
870 48796 396
870 26537 224
871 3069 318
871 73753 605
872 10189 638
872 70336 57
872 46139 185
873 40284 113
873 97327 100
874 94682 7
874 80821 994
875 321 859
876 60537 828
876 12962 388
876 82350 47
876 30544 135
877 7545 945
877 43628 899
878 67494 79
879 78759 494
879 27247 727
879 62570 822
879 44554 869
881 55098 278
881 8626 538
881 70490 347
882 3290 874
882 35277 825
883 12853 362
883 87319 490
883 17428 383
885 32316 942
885 24572 969
885 58311 851
885 39527 386
886 9479 811
886 53295 323
886 10147 13
886 65166 449
886 67199 692
887 20961 584
887 59716 754
887 91222 902
887 2801 462
888 47198 46
888 42361 218
889 846 366
890 31828 458
891 67990 453
891 45394 194
893 39469 217
893 22308 617
893 81620 484
894 52165 464
895 69544 611
895 69999 774
895 40186 161
896 92948 560
897 18798 141
897 88696 882
897 94961 856
898 84566 902
898 11248 590
899 90930 524
900 33572 683
901 22281 746
902 3065 72
902 51743 922
902 64019 96
903 14812 870
903 31104 774
904 45024 400
904 40608 938
904 52149 418
904 22696 667
907 66837 422
907 89876 91
908 50125 471
908 15870 441
908 61505 836
910 81860 136
910 83938 463
910 77568 490
911 44208 629
911 14469 778
912 21480 894
914 31143 891
915 46897 357
915 54266 742
917 61882 403
917 7654 294
917 46817 983
918 63410 9
920 45968 115
920 5908 627
920 70106 737
921 63873 963
921 90239 753
922 65485 854
922 46170 531
923 89934 345
923 24988 465
923 30238 798
923 11287 720
923 5719 357
924 77734 93
924 92993 551
925 14764 59
925 79539 677
926 35841 699
927 91518 391
927 9925 315
927 20829 457
927 75704 410
929 9400 667
929 67163 425
930 79099 276
930 71551 681
930 15436 706
931 16244 598
931 79052 799
931 57377 924
931 47714 27
931 18613 989
932 78540 967
932 9167 891
933 19360 99
933 40386 41
933 75748 378
933 22644 117
934 22565 117
934 46478 346
934 66644 525
934 5489 780
935 49436 446
935 92887 979
935 9157 877
936 48512 315
936 11460 796
936 7106 481
937 92359 49
937 4811 941
938 41853 354
939 97370 362
939 5057 741
940 97863 892
940 38943 369
940 12476 886
941 69413 381
941 82753 867
941 15809 681
942 22335 687
942 91754 374
942 44471 129
943 79829 27
943 85190 107
944 67747 701
944 41438 356
944 27376 430
945 23150 68
946 1098 283
948 98835 690
948 49774 142
948 14865 996
950 20663 402
951 58928 833
951 97646 416
952 70452 110
952 2949 515
952 52986 891
952 61931 606
953 73423 549
954 3085 719
954 60404 639
955 32021 927
955 80330 412
956 35499 853
956 23436 122
956 5202 110
956 42676 92
957 22762 63
958 65111 861
959 76409 490
959 24022 345
959 24108 378
960 30272 951
960 9831 116
961 87900 676
961 10798 873
961 11604 617
962 75700 220
962 85460 868
962 5881 272
962 31098 16
963 36022 597
964 64769 531
964 18193 864
965 8492 945
965 53852 196
965 55245 958
965 82411 937
966 27186 822
966 82999 658
966 98052 778
966 52301 300
968 69613 199
968 93615 108
970 53382 853
970 28835 384
970 61591 146
971 20913 843
971 64685 219
972 25671 931
972 95965 681
972 91977 562
972 64658 111
973 23113 869
973 65154 640
973 69880 515
973 42295 124
974 73985 164
976 17339 408
978 44098 601
978 98773 708
979 46582 661
979 56431 183
979 81999 388
979 12138 138
979 45538 986
980 11975 565
981 56682 37
981 34132 180
982 96179 641
982 54215 181
982 97836 75
983 78081 710
984 64351 843
984 49777 485
984 90535 240
985 13908 668
985 98206 273
985 23438 658
986 89549 217
986 95487 764
987 52858 324
987 94546 662
988 47379 678
988 62506 108
989 78213 651
989 80416 923
989 47011 674
990 44668 761
990 41593 882
